customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST10174,Male,0,Yes,No,63,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,79.76,3538.87,No
CUST10175,Female,1,No,Yes,72,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),66.79,6882.54,No
CUST10176,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.74,3260.27,No
CUST10177,Male,0,Yes,No,1,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,21.87,2964.09,Yes
CUST10178,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.64,1686.69,No
CUST10179,Female,0,Yes,Yes,41,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,40.6,819.02,No
CUST10180,Female,1,Yes,No,67,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),91.54,7542.22,No
CUST10181,Female,1,No,Yes,61,No,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.92,4294.01,Yes
CUST10182,Male,1,Yes,No,29,No,No,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,117.86,5866.27,No
CUST10183,Female,0,Yes,No,30,No,Yes,Fiber optic,Yes,No,No,No internet service,No,No,One year,No,Credit card (automatic),38.4,4312.58,Yes
CUST10184,Female,0,No,Yes,40,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,109.31,3381.18,No
CUST10185,Female,1,No,No,21,No,No,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,56.53,3689.34,No
CUST10186,Male,0,No,No,72,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),119.94,733.09,No
CUST10187,Female,0,No,Yes,8,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.38,6071.75,No
CUST10188,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.4,4620.2,No
CUST10189,Female,1,No,No,15,No,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),103.06,614.7,No
CUST10190,Male,1,No,Yes,34,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Mailed check,109.68,5664.26,No
CUST10191,Male,1,Yes,Yes,21,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,119.76,1902.45,No
CUST10192,Female,1,No,No,51,No,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Two year,No,Electronic check,37.02,1263.28,No
CUST10193,Male,1,No,No,58,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,78.47,8793.92,No
CUST10194,Male,0,Yes,Yes,12,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),58.68,729.89,No
CUST10195,Female,0,No,No,50,Yes,No,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,58.55,6574.37,No
CUST10196,Female,0,No,Yes,38,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),83.23,6279.1,No
CUST10197,Male,1,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),70.42,4705.14,No
CUST10198,Male,0,No,No,38,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),101.05,787.23,No
CUST10199,Female,0,Yes,Yes,70,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,52.83,2644.06,Yes
CUST10200,Female,0,No,No,47,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),73.0,1468.31,No
CUST10201,Male,0,Yes,No,64,No,No phone service,No,No,Yes,No,No,No internet service,Yes,One year,No,Credit card (automatic),116.56,8851.53,Yes
CUST10202,Male,1,No,No,49,No,No phone service,No,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),29.05,909.48,No
CUST10203,Male,1,Yes,Yes,45,No,No,No,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),46.85,133.07,No
CUST10204,Female,0,Yes,No,34,No,No,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,30.17,1985.22,No
CUST10205,Female,0,Yes,No,62,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,26.27,7066.62,No
CUST10206,Male,1,Yes,No,30,Yes,No,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),21.67,7598.45,Yes
CUST10207,Male,1,Yes,No,59,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,56.55,6319.8,Yes
CUST10208,Male,0,Yes,No,15,No,No,No,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,104.85,3910.8,No
CUST10209,Male,0,No,Yes,50,No,No phone service,No,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,44.17,7123.82,No
CUST10210,Female,0,No,Yes,54,Yes,No phone service,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),52.44,6100.42,No
CUST10211,Male,0,No,No,36,No,Yes,No,No,No internet service,No,No,No,No,One year,Yes,Electronic check,105.63,8943.14,No
CUST10212,Female,1,Yes,Yes,24,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,35.0,3963.84,No
CUST10213,Female,0,No,Yes,27,No,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.68,1705.84,Yes
CUST10214,Male,1,No,Yes,23,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,91.19,616.28,No
CUST10215,Male,1,Yes,No,20,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.1,5624.12,No
CUST10216,Male,0,Yes,No,10,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.87,8412.35,No
CUST10217,Male,1,No,Yes,52,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),21.05,7077.39,No
CUST10218,Female,1,No,No,72,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),58.15,6595.99,Yes
CUST10219,Male,0,No,Yes,15,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,91.55,4668.03,Yes
CUST10220,Male,1,Yes,Yes,10,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,91.48,1638.72,Yes
CUST10221,Female,0,No,No,13,Yes,No,DSL,No,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),61.98,2483.11,No
CUST10222,Female,0,No,Yes,42,No,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),54.88,2553.44,No
CUST10223,Female,0,No,Yes,41,No,No phone service,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),90.21,5991.91,Yes
CUST10224,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),114.9,7710.05,No
CUST10225,Male,1,No,No,29,No,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,99.28,1249.22,No
CUST10226,Female,1,Yes,Yes,64,No,No,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),42.93,319.04,No
CUST10227,Female,1,Yes,Yes,44,Yes,No,DSL,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),116.26,4613.26,Yes
CUST10228,Male,0,No,Yes,2,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,80.97,8082.16,No
CUST10229,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,31.24,8651.52,No
CUST10230,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),53.68,4315.91,Yes
CUST10231,Female,0,Yes,Yes,55,No,No,No,Yes,No,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),92.41,2262.88,No
CUST10232,Male,1,Yes,Yes,7,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,No,Electronic check,106.98,6906.7,No
CUST10233,Female,1,No,No,31,Yes,No,No,No,No,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),72.95,1540.64,Yes
CUST10234,Male,0,No,No,56,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,33.77,7419.61,No
CUST10235,Female,1,Yes,Yes,25,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,32.36,7825.71,No
CUST10236,Female,1,Yes,No,69,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,52.6,2814.78,Yes
CUST10237,Female,0,Yes,No,7,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),23.75,1666.99,Yes
CUST10238,Female,0,No,No,19,No,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Two year,No,Mailed check,61.86,1019.48,No
CUST10239,Male,1,Yes,No,12,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No,One year,No,Credit card (automatic),97.71,5496.6,No
CUST10240,Male,0,Yes,No,44,Yes,No,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),66.1,8837.17,No
CUST10241,Male,1,Yes,Yes,7,No,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,103.03,4035.75,No
CUST10242,Female,0,No,No,17,No,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,85.73,2387.21,No
CUST10243,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),39.33,7451.88,No
CUST10244,Male,1,Yes,Yes,32,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.44,6425.77,No
CUST10245,Female,1,No,No,7,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),54.97,683.37,Yes
CUST10246,Female,0,Yes,No,65,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),73.8,2359.36,No
CUST10247,Male,0,Yes,No,15,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),87.83,3370.79,No
CUST10248,Female,1,Yes,Yes,42,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),37.31,1964.68,No
CUST10249,Male,0,Yes,Yes,10,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),35.33,7948.48,No
CUST10250,Female,0,Yes,No,43,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,21.24,1699.36,Yes
CUST10251,Female,0,No,Yes,7,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.29,7141.74,Yes
CUST10252,Male,0,No,No,69,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),95.18,6677.91,Yes
CUST10253,Female,1,No,No,64,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),25.54,128.95,No
CUST10254,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),80.58,2526.0,No
CUST10255,Female,0,Yes,No,19,No,No,No,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,80.09,4606.04,No
CUST10256,Female,0,No,No,48,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),119.25,1988.3,No
CUST10257,Female,1,No,Yes,14,No,No,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),87.76,7365.31,No
CUST10258,Male,0,No,Yes,4,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),89.93,1228.05,No
CUST10259,Male,0,Yes,No,52,No,No,No,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,28.96,1516.12,No
CUST10260,Male,0,Yes,No,40,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),107.63,5304.13,No
CUST10261,Male,1,Yes,Yes,48,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,52.0,231.21,No
CUST10262,Female,1,Yes,Yes,70,No,Yes,No,No internet service,No,Yes,Yes,No,No,One year,Yes,Mailed check,51.25,8937.81,No
CUST10263,Male,1,Yes,Yes,67,No,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Electronic check,66.57,4782.19,No
CUST10264,Male,1,No,Yes,22,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,90.76,5871.47,Yes
CUST10265,Female,1,No,Yes,25,No,No phone service,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.44,2289.65,No
CUST10266,Male,1,No,No,47,No,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,97.75,8592.42,No
CUST10267,Male,1,Yes,Yes,59,No,No phone service,No,No,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,44.56,3022.48,No
CUST10268,Male,0,No,Yes,65,No,No phone service,No,Yes,Yes,No,No,No,No,One year,No,Electronic check,32.27,1167.97,Yes
CUST10269,Female,1,Yes,Yes,15,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,89.67,4105.19,No
CUST10270,Male,1,Yes,Yes,50,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),112.16,1163.05,No
CUST10271,Male,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,110.97,8660.13,No
CUST10272,Male,0,No,No,50,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),26.25,4554.79,No
CUST10273,Male,1,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),59.16,5410.07,No
CUST10274,Male,1,No,No,44,No,No phone service,No,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),48.74,4369.99,No
CUST10275,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),65.47,2109.45,No
CUST10276,Female,1,Yes,Yes,45,No,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,25.04,1549.45,Yes
CUST10277,Female,0,No,No,57,No,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.07,8689.82,No
CUST10278,Male,1,No,Yes,25,Yes,Yes,No,No,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,116.09,2869.62,No
CUST10279,Female,1,No,No,65,No,No,Fiber optic,No,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,76.69,543.65,No
CUST10280,Male,0,No,No,56,Yes,No,No,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,41.73,4552.08,Yes
CUST10281,Male,1,No,Yes,44,Yes,Yes,No,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),100.92,2211.58,Yes
CUST10282,Female,1,Yes,No,21,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,59.73,6363.59,Yes
CUST10283,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,26.38,3413.9,No
CUST10284,Male,1,Yes,No,48,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,55.24,8401.77,Yes
CUST10285,Female,0,Yes,Yes,67,No,Yes,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),101.41,3931.55,Yes
CUST10286,Male,1,No,No,5,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),42.1,6093.66,Yes
CUST10287,Female,1,Yes,Yes,21,No,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,52.65,7646.35,No
CUST10288,Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),47.16,7774.64,No
CUST10289,Female,0,No,Yes,22,No,No phone service,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,109.81,4992.86,No
CUST10290,Male,0,Yes,Yes,63,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),49.42,7235.98,No
CUST10291,Female,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),44.03,2245.46,No
CUST10292,Female,0,No,Yes,19,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),112.72,5429.18,Yes
CUST10293,Male,1,Yes,No,32,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.98,318.29,No
CUST10294,Male,0,Yes,Yes,19,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,79.36,3017.91,No
